year,day,length,avg_weight,count,missing_scales,fish_nearby,income,label
2014.0,126.0,144.0,0.1333625,797.0,0.0,1.0,13.1905,1.0
2018.0,102.0,0.0,0.5,1.0,0.0,1.0,5.0,0.0
2015.0,175.0,144.0,0.33760855,760.0,4.0,2.0,58.4,1.0
2014.0,165.0,72.0,0.0019758404,26.0,0.0,1.0,145.269,0.0
2011.0,318.0,0.0,1.0,1.0,0.0,2.0,12.0,0.0
2012.0,357.0,18.0,1.2715963,43.0,6.0,10.0,585.005,0.0
2014.0,324.0,0.0,1.0,1.0,0.0,1.0,4.8660445,1.0
2015.0,225.0,0.0,1.0,1.0,0.0,1.0,19.6,1.0
2012.0,281.0,22.0,2.0039062,3.0,0.0,5.0,68.9432,1.0
2011.0,120.0,12.0,0.042751536,41.0,0.0,2.0,13.6,0.0
2014.0,276.0,140.0,0.49797443,272.0,0.0,2.0,47.67515,0.0
2014.0,182.0,0.0,1.0,1.0,0.0,1.0,59.9,1.0
2013.0,108.0,40.0,0.05272814,234.0,0.0,2.0,10.0,0.0
2013.0,345.0,2.0,0.083333336,1.0,0.0,1.0,3.0,1.0
2017.0,318.0,0.0,0.16666667,1.0,0.0,2.0,9.077,0.0
2013.0,291.0,0.0,0.5,1.0,0.0,2.0,58.0,1.0
2016.0,212.0,10.0,0.5,1.0,0.0,2.0,7.41,1.0
2013.0,210.0,2.0,0.16666667,2.0,0.0,2.0,22.97,1.0
2011.0,190.0,0.0,0.5,1.0,0.0,1.0,32.4,0.0
2013.0,355.0,0.0,0.5,1.0,0.0,2.0,19.784994,1.0
2017.0,8.0,144.0,0.036135,399.0,0.0,2.0,11.76878,0.0
2016.0,145.0,6.0,0.125,1.0,0.0,2.0,12.0,1.0
2015.0,321.0,144.0,0.21667215,3881.0,3561.0,2.0,4.107,0.0
2017.0,135.0,144.0,0.28232723,5710.0,0.0,2.0,7.368,1.0
2016.0,356.0,0.0,0.5,1.0,0.0,2.0,6.295,1.0
2015.0,189.0,28.0,1.0,1.0,0.0,1.0,3.0150387,0.0
2013.0,306.0,4.0,6.446429,18.0,3.0,16.0,219.78386,1.0
2013.0,297.0,144.0,0.10868198,2396.0,734.0,2.0,100.0,1.0
2018.0,194.0,46.0,0.015625,1.0,0.0,2.0,4.1382017,0.0
2014.0,102.0,0.0,1.0,1.0,0.0,2.0,7.6970196,1.0
2014.0,67.0,144.0,0.28790376,1288.0,1234.0,1.0,30.85,1.0
2017.0,52.0,8.0,0.125,1.0,0.0,2.0,10.0,1.0
2016.0,151.0,2.0,0.16666667,1.0,0.0,2.0,12.0,1.0
2011.0,81.0,6.0,0.125,1.0,1.0,2.0,50.4,0.0
2014.0,177.0,0.0,1.0,1.0,0.0,1.0,7.271641,1.0
2014.0,79.0,6.0,0.03125,1.0,0.0,2.0,8.35,0.0
2016.0,62.0,144.0,0.0441431,2853.0,0.0,1.0,5.0,1.0
2016.0,76.0,2.0,0.5,1.0,0.0,2.0,5.0,1.0
2017.0,141.0,144.0,0.6114834,7204.0,7201.0,2.0,21.16572,0.0
2018.0,271.0,0.0,1.0,1.0,0.0,1.0,5.180339,0.0
2013.0,69.0,144.0,2.279049,4377.0,0.0,2.0,532.9,0.0
2016.0,320.0,144.0,0.09140051,725.0,0.0,2.0,66.49175,0.0
2014.0,108.0,144.0,3.942494,1155.0,1153.0,5.0,1008.0,1.0
2014.0,3.0,2.0,1.0,1.0,0.0,1.0,12.09,1.0
2015.0,247.0,0.0,1.0,1.0,0.0,2.0,3.9260163,0.0
2015.0,164.0,144.0,1.0167471e-13,1185.0,0.0,2.0,15.182,0.0
2015.0,259.0,0.0,0.5,1.0,0.0,2.0,45.015877,0.0
2017.0,189.0,0.0,0.5,1.0,0.0,2.0,3.931,0.0
2016.0,187.0,144.0,2.2387583,1615.0,0.0,1.0,12.0,1.0
2014.0,297.0,0.0,1.0,1.0,0.0,2.0,50.0,0.0
2014.0,228.0,24.0,0.4097222,7.0,0.0,2.0,6.000401,0.0
2014.0,100.0,144.0,0.19062144,1275.0,0.0,2.0,4.0,1.0
2018.0,167.0,140.0,0.3166646,258.0,0.0,2.0,70.18197,0.0
2014.0,172.0,14.0,0.16666667,1.0,0.0,2.0,147.88837,0.0
2012.0,174.0,0.0,0.5,1.0,0.0,1.0,3642.903,0.0
2016.0,283.0,2.0,1.0,1.0,0.0,2.0,10.7,1.0
2015.0,126.0,2.0,0.25,1.0,0.0,2.0,75.62922,0.0
2012.0,52.0,4.0,0.2638889,3.0,0.0,1.0,95.0,0.0
2014.0,15.0,0.0,0.013513514,1.0,0.0,1.0,6.9506917,1.0
2016.0,183.0,18.0,0.02734375,5.0,0.0,1.0,25.0,1.0
2013.0,109.0,0.0,1.0,1.0,0.0,1.0,100.0,0.0
2011.0,51.0,10.0,0.1923077,29.0,0.0,2.0,25.2,0.0
2018.0,235.0,26.0,1.0,1.0,0.0,2.0,32.960464,0.0
2013.0,295.0,4.0,0.0625,1.0,0.0,2.0,16.0,1.0
2017.0,90.0,10.0,0.0030357144,2.0,0.0,2.0,11.850408,0.0
2017.0,309.0,0.0,0.5,1.0,0.0,2.0,5.4385,0.0
2016.0,186.0,2.0,1.0,1.0,0.0,2.0,10.0,1.0
2016.0,179.0,4.0,0.5,1.0,0.0,2.0,12.0,1.0
2014.0,143.0,0.0,1.0,1.0,0.0,2.0,72.35129,1.0
2015.0,182.0,2.0,0.25,1.0,0.0,1.0,19.5,1.0
2016.0,170.0,4.0,0.125,1.0,0.0,1.0,12.0,1.0
2013.0,291.0,0.0,1.5,2.0,0.0,4.0,185.88988,0.0
2015.0,58.0,0.0,1.0,1.0,0.0,1.0,4.720756,0.0
2016.0,136.0,0.0,0.5,1.0,0.0,2.0,10.0,1.0
2015.0,320.0,2.0,0.5,1.0,0.0,1.0,18.974728,0.0
2011.0,287.0,58.0,2.9802322e-08,1.0,0.0,1.0,11.070867,0.0
2016.0,177.0,18.0,0.0625,1.0,0.0,2.0,7.707,1.0
2012.0,56.0,2.0,0.016774194,57.0,0.0,1.0,10.0,0.0
2013.0,92.0,0.0,0.5,1.0,0.0,2.0,20.4758,1.0
2017.0,270.0,0.0,0.1,1.0,0.0,2.0,51.46,0.0
2014.0,80.0,0.0,1.0,1.0,0.0,2.0,4.299,1.0
2016.0,200.0,2.0,0.027777778,1.0,0.0,2.0,20.0,1.0
2014.0,101.0,0.0,0.041666668,1.0,0.0,2.0,3.407,1.0
2014.0,68.0,66.0,3.532127e-08,1.0,0.0,1.0,4.0375385,1.0
2013.0,227.0,2.0,0.5,1.0,0.0,2.0,3.95,1.0
2015.0,299.0,144.0,0.6311611,2832.0,2821.0,4.0,56.1952,0.0
2014.0,76.0,0.0,1.0,1.0,0.0,1.0,6.66,1.0
2016.0,161.0,8.0,0.03125,1.0,0.0,2.0,12.0,1.0
2014.0,103.0,2.0,1.0,1.0,0.0,1.0,72.0,1.0
2014.0,68.0,0.0,4.0,4.0,0.0,4.0,303.01678,1.0
2016.0,46.0,144.0,0.015799252,8299.0,0.0,1.0,915.0,0.0
2014.0,157.0,0.0,1.0,1.0,0.0,1.0,7.0916796,1.0
2014.0,79.0,50.0,1.2611145,4.0,0.0,2.0,44.103054,1.0
2016.0,77.0,50.0,0.0011779639,27.0,0.0,1.0,5.0,1.0
2013.0,303.0,32.0,0.029174443,34.0,0.0,2.0,6.0768676,0.0
2017.0,246.0,4.0,1.0,1.0,0.0,2.0,6.024772,0.0
2018.0,168.0,0.0,0.5,2.0,0.0,2.0,21.417,0.0
2014.0,154.0,0.0,1.0,1.0,0.0,1.0,3.5364282,1.0
2018.0,256.0,0.0,1.0,1.0,0.0,2.0,6.4791236,0.0
2014.0,43.0,142.0,0.5118474,385.0,0.0,1.0,6.999,1.0
2017.0,93.0,2.0,0.008513932,6.0,0.0,2.0,9.363901,0.0
2014.0,105.0,144.0,1.1916736,1881.0,1817.0,4.0,112.0,1.0
2017.0,239.0,26.0,0.018229166,4.0,0.0,2.0,54.138145,0.0
2017.0,125.0,24.0,0.0625,1.0,0.0,2.0,5.0,1.0
2016.0,90.0,8.0,1.632353,18.0,0.0,1.0,51.0,1.0
2011.0,189.0,98.0,4.656613e-10,14.0,0.0,2.0,175.25528,0.0
2017.0,45.0,4.0,0.1,1.0,0.0,2.0,7.5,1.0
2015.0,215.0,4.0,1.0,1.0,0.0,2.0,7.9869566,0.0
2013.0,220.0,2.0,0.25,1.0,0.0,2.0,61.94357,0.0
2016.0,144.0,102.0,7.450581e-09,1.0,0.0,2.0,12.366109,1.0
2014.0,71.0,144.0,5.016335,1395.0,1052.0,2.0,96.9,1.0
2015.0,280.0,12.0,1.0,1.0,0.0,2.0,36.6949,0.0
2016.0,168.0,4.0,0.5,1.0,0.0,2.0,10.0,0.0
2018.0,315.0,120.0,0.25,1.0,0.0,2.0,4.1105433,0.0
2012.0,98.0,32.0,0.005963825,6.0,0.0,2.0,4.6772604,0.0
2016.0,81.0,0.0,0.5,1.0,0.0,2.0,5.0,1.0
2016.0,296.0,86.0,7.450581e-09,1.0,0.0,2.0,10.0,1.0
2012.0,321.0,52.0,0.09383419,6.0,0.0,1.0,159.8,0.0
2017.0,233.0,144.0,0.0249079,4202.0,0.0,2.0,4.749,0.0
2016.0,106.0,2.0,1.0,1.0,0.0,2.0,12.5,1.0
2011.0,34.0,4.0,1.5,2.0,1.0,6.0,197.8,0.0
2013.0,277.0,0.0,1.0,1.0,0.0,1.0,14.540191,0.0
2011.0,184.0,16.0,0.015625,1.0,0.0,1.0,14.1,0.0
2016.0,24.0,6.0,0.5,1.0,0.0,2.0,294.28458,0.0
2016.0,201.0,0.0,1.0,1.0,0.0,2.0,6.6381526,0.0
2015.0,70.0,144.0,2.3400407,3107.0,2476.0,1.0,80.52334,0.0
2013.0,36.0,2.0,0.25,1.0,0.0,1.0,128.2389,0.0
2018.0,239.0,6.0,1.0,1.0,0.0,2.0,12.997754,0.0
2014.0,134.0,2.0,0.5,1.0,0.0,1.0,35.759785,1.0
2015.0,216.0,10.0,0.009375,3.0,0.0,1.0,18.2,1.0
2013.0,313.0,18.0,0.25528067,4.0,1.0,9.0,297.34354,1.0
2014.0,67.0,144.0,0.7539361,1266.0,2.0,4.0,199.998,1.0
2016.0,82.0,0.0,0.5,1.0,0.0,2.0,40.0,1.0
2017.0,136.0,144.0,4.62844,2838.0,0.0,2.0,123.57412,0.0
2017.0,14.0,0.0,0.5,1.0,0.0,2.0,8.0,1.0
2013.0,308.0,90.0,1.0,3.0,0.0,6.0,50.0,1.0
2017.0,189.0,10.0,0.023809524,1.0,0.0,2.0,4.0,1.0
2012.0,251.0,66.0,9.536743e-07,1.0,0.0,2.0,526.07446,0.0
2017.0,103.0,42.0,0.00048828125,1.0,0.0,2.0,8.0,1.0
2017.0,164.0,144.0,0.33601826,8407.0,8366.0,2.0,4.6574254,0.0
2014.0,197.0,130.0,3.0029993,24.0,0.0,7.0,90.194,1.0
2013.0,136.0,2.0,0.25,1.0,0.0,1.0,30.0,0.0
2014.0,122.0,0.0,0.5,1.0,0.0,1.0,20.0,1.0
2015.0,246.0,144.0,7.3509573e-06,3106.0,3105.0,2.0,144.28821,0.0
2016.0,105.0,144.0,0.12958355,2029.0,0.0,1.0,10.001,1.0
2016.0,251.0,0.0,1.0,1.0,0.0,1.0,20.0,1.0
2013.0,238.0,2.0,0.5,1.0,0.0,2.0,78.8,1.0
2018.0,161.0,6.0,0.5,1.0,0.0,2.0,31.191397,0.0
2014.0,95.0,144.0,2.795193,1295.0,1197.0,2.0,494.2,1.0
2014.0,81.0,144.0,0.13446148,1481.0,0.0,2.0,251.713,1.0
2016.0,169.0,0.0,1.0,1.0,0.0,2.0,12.0,1.0
2016.0,141.0,52.0,0.00048828125,1.0,0.0,2.0,12.0,1.0
2013.0,331.0,0.0,1.0,1.0,0.0,2.0,19.8,1.0
2013.0,345.0,144.0,1.3215604,2648.0,2648.0,8.0,24.0,1.0
2016.0,222.0,0.0,1.0,1.0,0.0,1.0,40.999,1.0
2015.0,112.0,6.0,0.02,1.0,0.0,2.0,10.637979,0.0
2018.0,163.0,144.0,0.13025786,4096.0,2187.0,4.0,37.21,0.0
2014.0,266.0,2.0,0.5,1.0,0.0,2.0,27.568756,0.0
2016.0,249.0,104.0,9.536743e-07,1.0,0.0,2.0,18.512,1.0
2012.0,24.0,30.0,0.005689623,2.0,0.0,2.0,6.037439,0.0
2017.0,216.0,94.0,1.0,1.0,0.0,2.0,5.4862924,0.0
2014.0,326.0,4.0,0.5,1.0,0.0,2.0,25.3,0.0
2016.0,229.0,6.0,0.5,1.0,0.0,1.0,40.0,1.0
2014.0,178.0,0.0,0.5,1.0,0.0,1.0,79.999,1.0
2014.0,193.0,144.0,1.851456,666.0,646.0,11.0,47.076138,1.0
2016.0,112.0,144.0,0.0138940215,1473.0,0.0,2.0,16.5,1.0
2017.0,84.0,144.0,0.009760976,4788.0,0.0,1.0,20.0,0.0
2011.0,8.0,44.0,3.0517578e-05,1.0,0.0,2.0,206.9,0.0
2015.0,95.0,144.0,0.3137433,152.0,0.0,2.0,3.0464523,0.0
2014.0,124.0,0.0,1.0,1.0,0.0,1.0,50.0,1.0
2014.0,141.0,16.0,0.625,4.0,0.0,1.0,224.73238,1.0
2013.0,293.0,24.0,0.0390625,2.0,0.0,4.0,10.440034,1.0
2016.0,211.0,144.0,0.09098548,383.0,336.0,4.0,30.385363,0.0
2017.0,61.0,12.0,0.25,1.0,0.0,2.0,2589.6445,0.0
2013.0,181.0,0.0,1.0,1.0,0.0,1.0,8.5,0.0
2013.0,284.0,4.0,0.25,1.0,0.0,2.0,12.614,0.0
2013.0,347.0,0.0,1.0,1.0,0.0,2.0,12.495,1.0
2014.0,30.0,0.0,1.0,1.0,0.0,1.0,8.598,0.0
2011.0,28.0,6.0,0.25,1.0,0.0,2.0,472.3,0.0
2015.0,268.0,0.0,1.5,3.0,0.0,3.0,128.32014,1.0
2017.0,87.0,16.0,0.003125,1.0,0.0,2.0,8.0,1.0
2014.0,31.0,144.0,0.1306859,1299.0,0.0,2.0,9.133,0.0
2013.0,110.0,140.0,1.6694297,2995.0,0.0,1.0,500.0,0.0
2014.0,79.0,6.0,0.5,1.0,0.0,1.0,11.58661,1.0
2012.0,304.0,6.0,0.0625,1.0,0.0,1.0,60.0,0.0
2013.0,94.0,36.0,1.3681009,33.0,0.0,6.0,27.999,1.0
2018.0,267.0,144.0,0.22658935,4794.0,0.0,2.0,9.995,0.0
2013.0,257.0,8.0,0.0003192848,1.0,0.0,2.0,10.0,1.0
2016.0,158.0,64.0,0.00015004475,11.0,0.0,2.0,20.0,1.0
2012.0,187.0,74.0,0.81944513,366.0,0.0,2.0,13.4361,0.0
2016.0,120.0,4.0,0.125,1.0,0.0,2.0,13.256,1.0
2012.0,114.0,4.0,0.25,1.0,0.0,2.0,41.9,0.0
2018.0,118.0,144.0,0.06478409,5991.0,5241.0,2.0,8.515961,0.0
2015.0,276.0,4.0,1.0,1.0,0.0,1.0,93.99377,0.0
2014.0,63.0,2.0,2.5,4.0,0.0,4.0,138.58356,1.0
2014.0,25.0,14.0,0.25,1.0,0.0,1.0,4.29,1.0
2013.0,336.0,120.0,2.098439,3479.0,2.0,4.0,36.47,1.0
2016.0,127.0,144.0,0.0041506966,1732.0,0.0,2.0,31.914705,0.0
2013.0,290.0,2.0,1.0,1.0,0.0,2.0,6.72316,1.0
2013.0,194.0,12.0,0.012760417,3.0,0.0,2.0,9.75,1.0
2016.0,357.0,0.0,0.5,1.0,0.0,2.0,10.0,1.0
2016.0,87.0,8.0,0.25,1.0,0.0,1.0,10.0,1.0
2016.0,77.0,144.0,0.16906504,5680.0,0.0,1.0,30.0,1.0
2013.0,283.0,0.0,2.0,3.0,0.0,6.0,24.0,1.0
2016.0,90.0,144.0,0.12655033,3200.0,0.0,1.0,15.0,1.0
2014.0,358.0,0.0,1.0,1.0,0.0,2.0,248.53658,0.0
2013.0,175.0,0.0,0.5,1.0,0.0,2.0,50.0,1.0
2016.0,281.0,144.0,0.10550672,4713.0,2563.0,2.0,8.2,1.0
2012.0,23.0,2.0,0.020347098,75.0,0.0,1.0,10.4,0.0
2014.0,71.0,144.0,0.33909976,1279.0,0.0,1.0,102.53,1.0
2015.0,252.0,144.0,0.2707597,1564.0,0.0,2.0,47.7225,0.0
2018.0,112.0,144.0,0.12818584,4920.0,0.0,1.0,3.995,0.0
2011.0,365.0,6.0,0.125,1.0,0.0,2.0,253.45358,0.0
2016.0,154.0,8.0,0.0046875,2.0,0.0,2.0,12.0,1.0
2013.0,327.0,144.0,0.41317898,1082.0,2.0,1.0,1000.0,0.0
2013.0,34.0,0.0,0.5,1.0,0.0,2.0,30.081816,1.0
2015.0,335.0,0.0,1.0,1.0,0.0,2.0,47.818,0.0
2012.0,338.0,0.0,0.5,1.0,0.0,1.0,137.5,0.0
2018.0,327.0,134.0,0.030937761,7216.0,0.0,1.0,8.295214,0.0
2013.0,238.0,144.0,0.13537468,1725.0,0.0,2.0,38.5,0.0
2014.0,215.0,32.0,9.765625e-05,1.0,0.0,2.0,5.5161934,0.0
2016.0,50.0,0.0,1.0,1.0,0.0,1.0,10.0,1.0
2013.0,285.0,22.0,2.911601,11.0,0.0,12.0,74.58001,1.0
2017.0,288.0,10.0,0.5,1.0,0.0,2.0,8.7081175,0.0
2017.0,208.0,144.0,5.8171105,6092.0,5594.0,12.0,117.90368,0.0
2012.0,229.0,2.0,0.25,1.0,0.0,1.0,168.86343,0.0
2016.0,217.0,2.0,0.14285715,1.0,0.0,2.0,14.026,1.0
2015.0,297.0,144.0,0.082033664,827.0,0.0,2.0,14.688196,0.0
2018.0,57.0,0.0,1.0,1.0,0.0,2.0,4.4291363,0.0
2013.0,220.0,144.0,0.37640896,1614.0,1565.0,6.0,26.92,0.0
2018.0,83.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0
2014.0,77.0,0.0,0.5,1.0,0.0,1.0,115.09353,1.0
2012.0,235.0,0.0,0.5,1.0,0.0,1.0,200.0,0.0
2016.0,79.0,6.0,0.6666667,5.0,0.0,1.0,5.0,1.0
2016.0,175.0,144.0,0.051436733,6220.0,4671.0,2.0,7.292,1.0
2014.0,67.0,144.0,0.25146413,1264.0,0.0,1.0,93.659,1.0
2017.0,113.0,2.0,1.0,1.0,0.0,2.0,10.687648,0.0
2013.0,332.0,0.0,1.0,1.0,0.0,1.0,6.1081953,1.0
2012.0,325.0,144.0,0.8424615,505.0,499.0,6.0,354.67,0.0
2014.0,3.0,0.0,0.5,1.0,0.0,1.0,6.0,1.0
2013.0,302.0,0.0,0.5,1.0,0.0,2.0,11.0,1.0
2016.0,83.0,6.0,0.5,1.0,0.0,1.0,5.0,1.0
2014.0,113.0,0.0,1.5,2.0,0.0,2.0,32.0,1.0
2013.0,137.0,0.0,1.0,1.0,0.0,1.0,100.0,0.0
2018.0,80.0,0.0,0.25,3.0,0.0,3.0,11.8859415,0.0
2017.0,193.0,6.0,0.002770083,2.0,0.0,1.0,18.761536,0.0
2013.0,145.0,22.0,0.1484375,8.0,0.0,2.0,186.185,0.0
2014.0,339.0,144.0,3.255523e-05,1686.0,1686.0,2.0,6.196,0.0
2014.0,135.0,0.0,0.5,1.0,0.0,1.0,54.533,0.0
2016.0,10.0,144.0,0.00014589123,2569.0,1594.0,2.0,303.084,0.0
2013.0,334.0,16.0,0.013357143,2.0,0.0,1.0,10.3,1.0
2014.0,93.0,0.0,0.083333336,1.0,0.0,2.0,5.0,1.0
2013.0,268.0,0.0,0.5,1.0,0.0,2.0,5.272334,1.0
2018.0,159.0,144.0,4.375,3294.0,0.0,2.0,144.65419,0.0
2016.0,354.0,0.0,1.0,1.0,0.0,2.0,8.0,1.0
2016.0,80.0,0.0,1.0,1.0,0.0,2.0,3.7884612,0.0
2012.0,8.0,2.0,0.015824711,55.0,0.0,1.0,13.9,0.0
2013.0,123.0,0.0,0.5,1.0,0.0,1.0,9.90099,0.0
2014.0,126.0,144.0,3.8763356,1054.0,7.0,7.0,52.707134,1.0
2014.0,210.0,4.0,1.0,1.0,0.0,2.0,14.8791,0.0
2016.0,160.0,0.0,0.5,1.0,0.0,2.0,12.0,1.0
2016.0,50.0,0.0,0.5,1.0,0.0,1.0,5.0,1.0
2014.0,37.0,68.0,0.5,1.0,0.0,2.0,35.9008,0.0
2012.0,106.0,0.0,1.0,1.0,0.0,2.0,8.0,0.0
2017.0,207.0,120.0,3.7252903e-09,1.0,0.0,2.0,4.0,1.0
2014.0,304.0,2.0,0.04,1.0,0.0,2.0,17.844099,0.0
2017.0,122.0,6.0,0.125,1.0,0.0,2.0,5.04,0.0
2013.0,214.0,2.0,1.5,2.0,0.0,2.0,242.076,1.0
2016.0,355.0,2.0,0.25,1.0,0.0,2.0,8.0,1.0
2016.0,200.0,0.0,1.0,1.0,0.0,2.0,7.226,1.0
2013.0,163.0,0.0,1.0,1.0,0.0,2.0,3.3382487,1.0
2012.0,356.0,0.0,1.0,1.0,0.0,1.0,63.395687,0.0
2013.0,271.0,144.0,1.1813795e-05,328.0,0.0,2.0,15.0,0.0
2018.0,140.0,118.0,0.34890854,4526.0,0.0,2.0,7.161401,0.0
2017.0,82.0,144.0,0.42237294,536.0,0.0,2.0,8.0,1.0
2015.0,209.0,0.0,1.0,1.0,0.0,1.0,6.0210214,1.0
2013.0,360.0,0.0,0.5,1.0,0.0,2.0,7.935,1.0
2016.0,302.0,16.0,0.23958333,4.0,0.0,2.0,20.0,1.0
2012.0,243.0,10.0,0.251133,3.0,0.0,2.0,57.574467,0.0
2012.0,257.0,138.0,8.4703295e-22,1.0,0.0,10.0,3625.312,0.0
2016.0,218.0,4.0,0.25,1.0,0.0,2.0,12.0,1.0
2014.0,151.0,64.0,1.0000001,18.0,0.0,1.0,4.7,1.0
2015.0,148.0,144.0,1.1457237,528.0,3.0,1.0,102.115,1.0
2016.0,78.0,144.0,0.14054674,5346.0,0.0,1.0,5.0,1.0
2013.0,68.0,8.0,0.010791741,3.0,0.0,2.0,5.061059,1.0
2011.0,129.0,6.0,0.25,1.0,0.0,2.0,436.0,0.0
2012.0,143.0,2.0,0.031047266,83.0,0.0,1.0,24.0,0.0
2015.0,24.0,144.0,0.122251205,2885.0,0.0,1.0,14.81,0.0
2014.0,66.0,144.0,7.5095246e-05,1528.0,1117.0,4.0,15.870129,0.0
2015.0,10.0,22.0,0.0625,1.0,0.0,2.0,4.4303093,0.0
2013.0,352.0,144.0,1.5715538e-06,2994.0,0.0,2.0,243.73665,0.0
2016.0,176.0,6.0,0.04761905,2.0,0.0,2.0,11.998757,1.0
2014.0,6.0,64.0,1.0,1.0,0.0,2.0,52.413948,0.0
2014.0,65.0,140.0,0.5826217,1993.0,3.0,2.0,3.968605,1.0
2015.0,131.0,144.0,1.9612876e-09,2852.0,2369.0,2.0,9.005,0.0
2013.0,136.0,6.0,0.5,1.0,0.0,1.0,23.0,0.0
2013.0,324.0,6.0,0.0625,1.0,0.0,2.0,11.86,1.0
2018.0,78.0,36.0,0.059461806,2.0,0.0,1.0,9.870636,0.0
2012.0,317.0,86.0,0.5331317,1196.0,0.0,2.0,88.955,0.0
2015.0,252.0,144.0,0.02230145,1390.0,0.0,1.0,21.7,1.0
2016.0,155.0,6.0,0.5,6.0,0.0,2.0,12.0,1.0
2012.0,304.0,6.0,0.0625,1.0,0.0,2.0,20.0,0.0
2011.0,332.0,8.0,0.03125,1.0,0.0,2.0,411.675,0.0
2016.0,250.0,4.0,0.083333336,1.0,0.0,2.0,20.0,1.0
2016.0,364.0,2.0,1.0,1.0,0.0,2.0,10.0,1.0
2015.0,145.0,144.0,0.2648648,502.0,0.0,1.0,7.417471,0.0
2013.0,286.0,2.0,0.25,1.0,0.0,2.0,30.0,1.0
2017.0,332.0,26.0,1.0,1.0,0.0,2.0,42.37025,0.0
2014.0,229.0,130.0,0.061207686,1376.0,0.0,2.0,5.2811723,0.0
2015.0,217.0,20.0,0.010416667,3.0,0.0,1.0,18.2,1.0
2015.0,358.0,6.0,0.125,1.0,0.0,1.0,1370.8821,0.0
2014.0,355.0,144.0,0.0004452955,1887.0,1851.0,2.0,15.45,0.0
2014.0,100.0,14.0,1.0,1.0,0.0,2.0,13.02448,0.0
2011.0,275.0,32.0,3.047378,47.0,0.0,1.0,1417.5,0.0
2014.0,109.0,0.0,1.0,1.0,0.0,2.0,22.865692,0.0
2015.0,261.0,144.0,0.06867596,2076.0,0.0,1.0,30.8,1.0
2015.0,255.0,144.0,0.19379884,672.0,0.0,2.0,5.907,0.0
2013.0,197.0,16.0,1.296875,4.0,0.0,2.0,13.592383,1.0
2014.0,75.0,142.0,1.1067712,886.0,0.0,1.0,10.7287855,1.0
2016.0,213.0,144.0,0.0026041667,2315.0,0.0,2.0,1269.2186,0.0
2015.0,223.0,144.0,0.11355053,2166.0,1.0,2.0,6.204693,0.0
2014.0,182.0,144.0,0.07142862,1030.0,0.0,1.0,3.81111,1.0
2017.0,272.0,0.0,1.0,1.0,0.0,1.0,3.5913236,0.0
2017.0,272.0,10.0,1.0,1.0,0.0,2.0,141.45363,0.0
2015.0,259.0,0.0,0.05882353,1.0,0.0,1.0,62.5,1.0
2016.0,292.0,26.0,8.138021e-05,1.0,0.0,2.0,22.028,0.0
2016.0,76.0,22.0,0.37539062,5.0,0.0,1.0,3.3037603,0.0
2013.0,318.0,0.0,1.0,1.0,0.0,1.0,298.952,1.0
2012.0,106.0,30.0,1.0316198,23.0,1.0,4.0,253.55313,0.0
2016.0,70.0,4.0,0.055555556,1.0,0.0,2.0,20.0,1.0
2012.0,263.0,6.0,0.0625,1.0,0.0,2.0,49.742393,0.0
2015.0,210.0,36.0,0.1875,2.0,0.0,1.0,7.332,0.0
2014.0,193.0,0.0,3.0,3.0,0.0,3.0,22.3,1.0
2016.0,77.0,2.0,0.65,3.0,0.0,2.0,40.0,1.0
2015.0,200.0,0.0,1.5,2.0,0.0,2.0,214.5,1.0
2013.0,265.0,38.0,0.16094531,40.0,0.0,2.0,31.285,0.0
2016.0,365.0,144.0,0.0680451,5200.0,0.0,2.0,5.6,1.0
2016.0,190.0,26.0,0.06888111,28.0,0.0,2.0,8.0,1.0
2018.0,106.0,10.0,0.5,1.0,0.0,2.0,5.68031,0.0
2016.0,291.0,92.0,2.9802322e-08,3.0,0.0,2.0,376.0229,0.0
2012.0,148.0,134.0,0.0,947.0,0.0,1.0,9.04224,0.0
2016.0,337.0,14.0,1.75,3.0,0.0,2.0,7.177675,0.0
2015.0,121.0,144.0,5.6758853e-07,1873.0,0.0,2.0,190.0,0.0
2016.0,51.0,2.0,0.16666667,1.0,0.0,1.0,5.0,1.0
2018.0,278.0,0.0,0.5,1.0,0.0,1.0,50.0,0.0
2016.0,277.0,0.0,1.0,1.0,0.0,1.0,39.72487,1.0
2016.0,69.0,144.0,0.0851455,5702.0,0.0,2.0,5.0,1.0
2016.0,91.0,8.0,0.125,1.0,0.0,1.0,10.0,1.0
2014.0,327.0,144.0,0.0006133681,1325.0,1287.0,2.0,11.057286,0.0
2018.0,188.0,2.0,0.125,1.0,0.0,2.0,21.110096,0.0
2011.0,200.0,2.0,1.0,1.0,0.0,2.0,60.0,0.0
2018.0,75.0,2.0,0.5,1.0,0.0,1.0,9.999844,0.0
2013.0,286.0,8.0,1.55,6.0,0.0,6.0,87.66623,1.0
2016.0,319.0,0.0,0.5,1.0,0.0,2.0,8.942,1.0
2015.0,300.0,4.0,0.75,2.0,0.0,4.0,29.850931,0.0
2014.0,99.0,144.0,0.08655819,1475.0,877.0,1.0,19.290096,1.0
2013.0,311.0,4.0,0.125,1.0,0.0,1.0,20.0,1.0
2016.0,61.0,144.0,0.37933338,8769.0,0.0,2.0,9.47447,0.0
