,year,day,length,avg_weight,count,missing_scales,fish_nearby,income
1187,2016.0,109.0,144.0,6.877571e-06,180.0,0.0,2.0,41.0
1188,2016.0,78.0,46.0,0.00018310547,2.0,0.0,1.0,40.0
1189,2015.0,58.0,144.0,1.036498,2345.0,1484.0,2.0,1387.79
1190,2013.0,352.0,144.0,0.7872052,4235.0,1.0,2.0,96.16136
1191,2011.0,131.0,6.0,0.25,1.0,0.0,2.0,435.8
1192,2018.0,189.0,144.0,0.068293214,3929.0,0.0,1.0,3.3405175
1193,2014.0,86.0,0.0,1.0,1.0,0.0,2.0,3.487891
1194,2015.0,270.0,144.0,1.30850885e-05,2072.0,0.0,2.0,78.78805
1195,2016.0,260.0,0.0,1.0,1.0,0.0,2.0,30.006
1196,2016.0,156.0,0.0,0.5,1.0,0.0,2.0,12.5
1197,2016.0,278.0,46.0,7.6293945e-06,1.0,0.0,2.0,30.0
1198,2015.0,284.0,144.0,0.006605075,2714.0,0.0,1.0,21.192
1199,2017.0,118.0,144.0,0.50669646,2523.0,0.0,1.0,5.65243
1200,2013.0,335.0,144.0,6.031109,3757.0,3756.0,19.0,1364.517
1201,2012.0,352.0,8.0,0.0625,1.0,0.0,2.0,71.8103
1202,2016.0,165.0,32.0,0.00048828125,1.0,0.0,2.0,19.999008
1203,2016.0,159.0,2.0,1.0,1.0,0.0,2.0,15.0
1204,2016.0,84.0,4.0,0.5,1.0,0.0,1.0,10.019
1205,2014.0,93.0,0.0,1.0,1.0,0.0,1.0,4.191426
1206,2017.0,225.0,0.0,0.5,1.0,0.0,1.0,3.8215609
1207,2018.0,204.0,0.0,1.0,1.0,0.0,1.0,3.7497094
1208,2013.0,346.0,26.0,0.5,1.0,0.0,2.0,9.648
1209,2016.0,112.0,4.0,0.0625,1.0,0.0,2.0,12.496356
1210,2013.0,309.0,22.0,0.060559317,36.0,0.0,2.0,50.0
1211,2013.0,327.0,2.0,0.5,1.0,0.0,1.0,24.34575
1212,2012.0,85.0,0.0,0.5,1.0,0.0,1.0,119.0
1213,2015.0,205.0,6.0,0.54,2.0,0.0,2.0,36.6
1214,2017.0,286.0,46.0,0.0013183594,2.0,2.0,2.0,10.04401
1215,2018.0,83.0,0.0,0.5,1.0,0.0,2.0,3.196283
1216,2015.0,132.0,0.0,0.5,1.0,0.0,2.0,6.28608
1217,2014.0,79.0,0.0,1.0,1.0,0.0,1.0,42.0
1218,2015.0,112.0,0.0,1.0,1.0,0.0,1.0,5.062316
1219,2015.0,229.0,2.0,0.5,1.0,0.0,2.0,12.813183
1220,2013.0,270.0,0.0,1.0,1.0,0.0,2.0,278.37
1221,2014.0,346.0,0.0,0.5,1.0,0.0,1.0,3.4977
1222,2015.0,131.0,0.0,1.0,1.0,0.0,2.0,4.0061774
1223,2014.0,140.0,144.0,0.018322589,2201.0,0.0,2.0,256.2
1224,2016.0,272.0,4.0,0.25,1.0,0.0,1.0,30.000757
1225,2011.0,112.0,0.0,0.5,1.0,0.0,2.0,95.0
1226,2013.0,333.0,0.0,0.5,1.0,0.0,2.0,12.0000105
1227,2015.0,16.0,144.0,0.28894022,2081.0,0.0,2.0,8.72
1228,2016.0,272.0,2.0,0.5,1.0,0.0,2.0,8.256
1229,2014.0,73.0,144.0,0.15297227,1025.0,10.0,2.0,11.0
1230,2014.0,78.0,144.0,3.594368,2110.0,4.0,6.0,248.8
1231,2018.0,40.0,142.0,0.17610706,5730.0,0.0,1.0,19.99
1232,2014.0,154.0,72.0,7.6293945e-06,1.0,0.0,1.0,9.581098
1233,2016.0,171.0,2.0,0.041666668,1.0,0.0,2.0,10.0
1234,2016.0,198.0,0.0,0.5,1.0,0.0,2.0,7.344
1235,2016.0,347.0,6.0,0.5625,2.0,0.0,2.0,260.0
1236,2014.0,19.0,0.0,1.0,1.0,0.0,2.0,18.0
1237,2015.0,41.0,144.0,0.070784405,1174.0,0.0,2.0,842.478
1238,2012.0,100.0,10.0,0.0625,1.0,0.0,2.0,191.5
1239,2018.0,94.0,2.0,0.5,1.0,0.0,1.0,3.6187594
1240,2011.0,7.0,0.0,1.0,1.0,0.0,1.0,9.0
1241,2016.0,82.0,42.0,0.00015993472,12.0,0.0,1.0,51.0
1242,2013.0,165.0,8.0,0.22109374,5.0,0.0,2.0,1788.9648
1243,2018.0,79.0,144.0,0.094444446,5790.0,0.0,2.0,5.109
1244,2016.0,98.0,2.0,0.16666667,1.0,0.0,1.0,51.0
1245,2015.0,257.0,0.0,1.0,1.0,0.0,2.0,21.953897
1246,2017.0,13.0,144.0,0.0047709267,4040.0,0.0,2.0,10.0
1247,2016.0,81.0,6.0,0.5,1.0,0.0,1.0,30.0
1248,2013.0,196.0,2.0,0.375,2.0,0.0,2.0,21.4
1249,2012.0,145.0,0.0,1.0,1.0,0.0,2.0,170.0
1250,2016.0,81.0,144.0,0.4063531,5601.0,2514.0,1.0,30.0
1251,2013.0,309.0,144.0,6.8064127,1594.0,1313.0,1.0,625.793
1252,2013.0,329.0,2.0,0.5,1.0,0.0,2.0,126.8
1253,2013.0,210.0,28.0,0.013741629,12.0,0.0,2.0,3.729
1254,2016.0,273.0,0.0,0.5,1.0,0.0,2.0,10.0
1255,2016.0,237.0,0.0,0.5,1.0,0.0,2.0,40.099
1256,2017.0,68.0,6.0,0.11111111,1.0,0.0,2.0,7.5
1257,2011.0,116.0,4.0,1.5,2.0,2.0,2.0,20.0
1258,2013.0,215.0,98.0,3.2999999999999998e-43,892.0,0.0,2.0,3.810392
1259,2017.0,238.0,24.0,0.0078125,1.0,0.0,2.0,31.912514
1260,2014.0,365.0,14.0,0.0625,1.0,0.0,2.0,9.320979
1261,2013.0,271.0,2.0,0.0021367522,1.0,0.0,2.0,10.273031
1262,2015.0,196.0,8.0,0.0078125,1.0,0.0,2.0,16.611849
1263,2014.0,171.0,144.0,0.70471466,1065.0,0.0,1.0,5.233031
1264,2016.0,77.0,2.0,0.5,1.0,0.0,2.0,40.0
1265,2017.0,287.0,88.0,0.91549534,699.0,0.0,1.0,8.8603325
1266,2014.0,112.0,2.0,0.2,1.0,0.0,1.0,4.2063
1267,2012.0,355.0,12.0,0.03125,1.0,0.0,2.0,89.961266
1268,2013.0,289.0,0.0,1.0,1.0,0.0,1.0,4.833045
1269,2018.0,110.0,118.0,0.31078342,6646.0,0.0,1.0,19.795
1270,2017.0,125.0,144.0,0.5065029,8309.0,0.0,2.0,8.700088
1271,2017.0,76.0,144.0,0.700888,8094.0,0.0,2.0,10.0
1272,2016.0,91.0,144.0,0.053716272,2152.0,0.0,1.0,15.0
1273,2014.0,140.0,0.0,0.01923077,1.0,0.0,1.0,4.534959
1274,2016.0,274.0,20.0,1.28125,5.0,0.0,1.0,40.0
1275,2014.0,186.0,26.0,0.117136866,19.0,0.0,2.0,6.581874
1276,2013.0,301.0,6.0,1.0833334,2.0,0.0,4.0,70.96375
1277,2017.0,115.0,12.0,0.035714287,1.0,0.0,1.0,7.5
1278,2015.0,59.0,0.0,1.0,1.0,0.0,1.0,143.3295
1279,2016.0,98.0,6.0,0.125,1.0,0.0,2.0,3.548882
1280,2013.0,101.0,144.0,3.2557225,4796.0,0.0,4.0,108.6
1281,2014.0,51.0,32.0,0.00021701389,1.0,0.0,2.0,612.5167
1282,2013.0,24.0,132.0,0.53530073,1788.0,0.0,1.0,3.7432482
1283,2013.0,185.0,2.0,0.25,1.0,0.0,2.0,9.809732
1284,2018.0,228.0,144.0,0.00051290286,5565.0,0.0,2.0,4.247142
1285,2017.0,44.0,8.0,0.0078125,1.0,0.0,2.0,8.0
1286,2014.0,59.0,0.0,0.2,1.0,0.0,2.0,16.912827
1287,2014.0,90.0,144.0,1.0880649,1577.0,2.0,6.0,834.317
1288,2016.0,314.0,144.0,0.55339986,3883.0,0.0,1.0,5.0
1289,2011.0,73.0,0.0,0.5,1.0,0.0,2.0,64.6
1290,2013.0,50.0,0.0,0.5,1.0,0.0,2.0,217.13962
1291,2015.0,327.0,138.0,1.0591349e-09,50.0,0.0,2.0,17.0
1292,2015.0,287.0,144.0,0.0006980557,375.0,0.0,1.0,57.1
1293,2011.0,241.0,0.0,1.0,1.0,0.0,1.0,29.0
1294,2012.0,115.0,4.0,0.125,1.0,0.0,1.0,56.1558
1295,2011.0,303.0,56.0,1.1920929e-07,1.0,0.0,2.0,83.305595
1296,2015.0,307.0,144.0,0.001712377,292.0,0.0,2.0,50.3719
1297,2012.0,154.0,54.0,0.7426834,90.0,0.0,4.0,960.75
1298,2015.0,177.0,10.0,0.018973215,3.0,0.0,2.0,20.8
1299,2016.0,67.0,4.0,0.33333334,3.0,0.0,1.0,4.999
1300,2017.0,71.0,122.0,5.9604645e-08,1.0,0.0,2.0,8.0
1301,2015.0,168.0,4.0,0.05,1.0,0.0,2.0,2094.8115
1302,2013.0,189.0,144.0,0.34605235,2566.0,0.0,2.0,8.005392
1303,2014.0,212.0,8.0,0.5,1.0,0.0,2.0,3.814
1304,2016.0,263.0,0.0,0.5,1.0,0.0,2.0,6.3
1305,2013.0,199.0,0.0,1.0,1.0,0.0,2.0,25.0
1306,2017.0,271.0,2.0,0.06666667,1.0,0.0,2.0,5.762019
1307,2011.0,37.0,6.0,0.0625,1.0,0.0,2.0,430.0
1308,2013.0,124.0,0.0,0.037037037,1.0,0.0,2.0,50.0
1309,2013.0,321.0,2.0,2.0,2.0,0.0,3.0,41.732426
1310,2014.0,88.0,144.0,1.8940115,1163.0,932.0,4.0,68.69567
1311,2016.0,85.0,144.0,0.00053099415,2802.0,0.0,1.0,10.0
1312,2014.0,150.0,86.0,1.1920929e-07,1.0,0.0,1.0,14.287002
1313,2013.0,258.0,2.0,1.0,2.0,0.0,4.0,11.556251
1314,2015.0,252.0,144.0,0.066200264,2137.0,654.0,1.0,21.7
1315,2016.0,140.0,144.0,0.0038102383,1717.0,0.0,1.0,12.0
1316,2016.0,215.0,18.0,0.078125,2.0,0.0,1.0,9.3
1317,2016.0,155.0,44.0,0.0007324219,7.0,0.0,2.0,8.75
1318,2017.0,13.0,144.0,0.0011927317,3979.0,0.0,2.0,8.0
1319,2012.0,287.0,42.0,1.0,1.0,0.0,2.0,63.228
1320,2013.0,200.0,2.0,0.25,1.0,0.0,1.0,20.0
1321,2014.0,45.0,0.0,0.014285714,1.0,0.0,1.0,3.4812875
1322,2014.0,94.0,0.0,1.0,1.0,0.0,1.0,42.16009
1323,2016.0,244.0,0.0,0.33333334,1.0,0.0,1.0,30.0
1324,2013.0,77.0,0.0,0.5,1.0,0.0,2.0,61.68114
1325,2013.0,351.0,4.0,1.5,2.0,0.0,4.0,189.96
1326,2016.0,356.0,144.0,1.5725774e-08,1776.0,0.0,1.0,49.26853
1327,2017.0,80.0,16.0,0.03125,1.0,0.0,2.0,3.82
1328,2014.0,130.0,4.0,0.5,1.0,0.0,1.0,3.0500057
1329,2015.0,176.0,144.0,0.03387913,3151.0,0.0,1.0,21.0
1330,2013.0,249.0,144.0,0.005814654,1260.0,0.0,2.0,12.8819065
1331,2011.0,70.0,40.0,0.00012207031,1.0,0.0,2.0,14.5
1332,2011.0,60.0,116.0,1.0,1.0,0.0,2.0,20.5
1333,2011.0,68.0,42.0,1.0,1.0,0.0,2.0,485.5
1334,2016.0,188.0,4.0,0.16666667,1.0,0.0,1.0,40.0
1335,2015.0,138.0,2.0,1.0,1.0,0.0,1.0,3.0212722
1336,2017.0,198.0,144.0,0.63971055,3952.0,0.0,2.0,1314.4154
1337,2013.0,331.0,12.0,0.3125,5.0,0.0,2.0,50.0
1338,2017.0,346.0,2.0,0.25,1.0,0.0,1.0,169.97928
1339,2013.0,344.0,6.0,0.083333336,2.0,0.0,1.0,125.54764
1340,2018.0,297.0,0.0,0.5,1.0,0.0,1.0,9.877395
1341,2017.0,116.0,46.0,1.0,1.0,0.0,2.0,39.881508
1342,2017.0,2.0,0.0,1.0,1.0,0.0,2.0,5.6
1343,2014.0,20.0,4.0,0.00087108015,1.0,0.0,1.0,5.0442276
1344,2011.0,155.0,0.0,0.5,1.0,0.0,1.0,50.0
1345,2017.0,170.0,50.0,1.5258789e-05,1.0,0.0,2.0,5.0
1346,2015.0,10.0,144.0,0.00010301903,2939.0,2819.0,2.0,394.571
1347,2016.0,49.0,2.0,0.5,1.0,0.0,1.0,5.0
1348,2018.0,23.0,0.0,0.14285715,1.0,0.0,2.0,15.54
1349,2017.0,47.0,144.0,0.33557698,4993.0,5.0,2.0,8.0
1350,2017.0,69.0,2.0,0.33333334,1.0,0.0,2.0,38.5964
1351,2016.0,120.0,2.0,0.5,1.0,0.0,1.0,10.0
1352,2014.0,89.0,0.0,1.0,1.0,0.0,1.0,21.4
1353,2014.0,72.0,144.0,0.91588825,1276.0,2.0,3.0,19.401976
1354,2014.0,352.0,144.0,0.008409091,3250.0,3250.0,2.0,138.53642
1355,2017.0,81.0,6.0,0.0625,1.0,0.0,1.0,30.0
1356,2018.0,73.0,2.0,1.0,1.0,0.0,1.0,5.9279504
1357,2014.0,79.0,0.0,0.16666667,1.0,0.0,1.0,127.65172
1358,2012.0,266.0,2.0,2.5,3.0,1.0,5.0,235.995
1359,2018.0,238.0,102.0,0.35092667,4101.0,0.0,1.0,3.0567226
1360,2013.0,102.0,0.0,0.5,1.0,0.0,1.0,619.92664
1361,2013.0,333.0,0.0,1.0,1.0,0.0,2.0,10.389303
1362,2012.0,113.0,2.0,0.03823774,53.0,0.0,1.0,8.5
1363,2012.0,342.0,0.0,1.0,1.0,0.0,1.0,4.964
1364,2014.0,296.0,6.0,0.065104164,4.0,0.0,2.0,13.6008
1365,2013.0,360.0,0.0,1.0,1.0,0.0,2.0,12.446402
1366,2016.0,303.0,144.0,0.27004233,2846.0,0.0,1.0,121.09379
1367,2012.0,290.0,8.0,0.03125,1.0,0.0,2.0,1071.025
1368,2017.0,97.0,6.0,0.035714287,1.0,0.0,2.0,7.5
1369,2017.0,244.0,2.0,0.03125,1.0,0.0,1.0,3.21405
1370,2016.0,266.0,16.0,0.0625,1.0,0.0,2.0,71.4509
1371,2014.0,177.0,144.0,1.5372034e-06,719.0,507.0,2.0,5.8947
1372,2013.0,314.0,6.0,1.0,3.0,0.0,1.0,360.757
1373,2013.0,300.0,2.0,0.5,1.0,0.0,2.0,69.016
1374,2017.0,54.0,144.0,0.0022220274,3442.0,0.0,1.0,5.0
1375,2014.0,191.0,144.0,0.002600993,944.0,944.0,2.0,6.69
1376,2016.0,102.0,10.0,0.125,1.0,0.0,1.0,30.0
1377,2013.0,298.0,8.0,1.5208334,3.0,0.0,5.0,123.995
1378,2011.0,289.0,6.0,1.0625,2.0,0.0,2.0,143.84048
1379,2016.0,63.0,2.0,1.0,1.0,0.0,1.0,40.0
1380,2014.0,152.0,144.0,4.1307308e-06,1238.0,1225.0,2.0,3.040118
1381,2018.0,153.0,6.0,1.0,1.0,0.0,2.0,5.341508
1382,2016.0,225.0,2.0,1.0,1.0,0.0,2.0,10.0
1383,2016.0,210.0,144.0,2.5574448,2909.0,0.0,5.0,234.26791
1384,2012.0,147.0,0.0,0.5,1.0,0.0,1.0,25.0
1385,2012.0,363.0,0.0,1.0,1.0,0.0,1.0,460.92825
1386,2016.0,100.0,144.0,0.031971928,1028.0,0.0,1.0,119.90446
1387,2016.0,223.0,144.0,7.280895e-06,1469.0,0.0,2.0,10.678
1388,2013.0,336.0,124.0,3.0639882,3478.0,10.0,8.0,85.0
1389,2013.0,49.0,58.0,6.1035156e-05,1.0,0.0,2.0,3.3
1390,2011.0,85.0,12.0,0.49316406,13.0,0.0,2.0,10000.0
1391,2013.0,291.0,30.0,0.036282178,10.0,0.0,1.0,20.0
1392,2016.0,168.0,144.0,1.1027117,7657.0,3927.0,2.0,50.0
1393,2013.0,338.0,6.0,0.25,1.0,0.0,1.0,22.0
1394,2016.0,173.0,144.0,5.823136,3378.0,114.0,2.0,16.037
1395,2014.0,321.0,0.0,0.5,1.0,0.0,2.0,4.579
1396,2014.0,5.0,2.0,1.0,1.0,0.0,1.0,6.0
1397,2013.0,324.0,0.0,1.0,1.0,0.0,2.0,16.0
1398,2015.0,328.0,4.0,0.10714286,2.0,0.0,1.0,15.575354
1399,2014.0,78.0,88.0,4.905732e-11,1.0,0.0,2.0,20.4
1400,2013.0,209.0,2.0,0.25,1.0,0.0,2.0,45.12
1401,2015.0,72.0,2.0,0.5,1.0,0.0,1.0,17.958591
1402,2011.0,249.0,40.0,0.0002639358,40.0,0.0,1.0,5.7
1403,2017.0,4.0,2.0,1.0,1.0,0.0,1.0,5.3473725
1404,2015.0,259.0,2.0,0.25,1.0,0.0,1.0,22.3
1405,2014.0,156.0,4.0,0.5,1.0,0.0,1.0,17.807589
1406,2017.0,225.0,138.0,0.318073,7030.0,0.0,2.0,217.43854
1407,2014.0,37.0,0.0,0.5,1.0,0.0,1.0,7.99
1408,2016.0,190.0,144.0,0.043363757,1955.0,0.0,2.0,12.0
1409,2014.0,100.0,0.0,0.5,1.0,0.0,2.0,20.0
1410,2018.0,284.0,142.0,0.056303013,7000.0,0.0,1.0,4.275
1411,2014.0,144.0,20.0,2.203125,6.0,4.0,5.0,600.0
1412,2016.0,76.0,2.0,0.00064350065,1.0,0.0,1.0,9.567547
1413,2015.0,29.0,144.0,0.26922494,1407.0,0.0,2.0,22.7
1414,2014.0,326.0,0.0,0.2,1.0,0.0,2.0,13.119973
1415,2014.0,79.0,4.0,0.25,1.0,0.0,1.0,4.195903
1416,2017.0,49.0,144.0,0.44643056,4902.0,2.0,2.0,16.783
1417,2015.0,100.0,2.0,0.5,1.0,0.0,2.0,17.587
1418,2014.0,115.0,18.0,0.0009765625,1.0,0.0,2.0,30.227549
1419,2017.0,355.0,144.0,0.08835019,8746.0,8745.0,2.0,6819.017
1420,2013.0,301.0,144.0,0.012145234,1343.0,0.0,2.0,35.77847
1421,2013.0,197.0,10.0,0.0125,1.0,0.0,2.0,7.2
1422,2016.0,293.0,40.0,7.6293945e-06,1.0,0.0,2.0,10.0
1423,2016.0,147.0,2.0,0.25,1.0,0.0,2.0,27.66
1424,2016.0,202.0,2.0,0.3125,3.0,3.0,6.0,12.584348
1425,2012.0,89.0,2.0,0.25,1.0,0.0,2.0,71.567
1426,2013.0,360.0,2.0,0.5,1.0,0.0,2.0,22.5
1427,2016.0,251.0,144.0,0.34835684,2840.0,0.0,1.0,4.903975
1428,2016.0,302.0,6.0,0.25,1.0,0.0,2.0,10.0
1429,2013.0,295.0,16.0,0.0052083335,1.0,0.0,2.0,20.0
1430,2017.0,201.0,0.0,0.5,1.0,0.0,1.0,3.48
1431,2017.0,114.0,104.0,1.9073486e-06,1.0,0.0,2.0,213.16075
1432,2015.0,303.0,6.0,0.125,1.0,0.0,2.0,5.0
1433,2016.0,337.0,6.0,0.25,1.0,0.0,2.0,10.005
1434,2017.0,3.0,4.0,0.041666668,1.0,0.0,2.0,5.6
1435,2016.0,241.0,144.0,0.20293136,3472.0,0.0,2.0,6.165472
1436,2017.0,363.0,144.0,0.15819089,8771.0,8757.0,2.0,11.94
1437,2016.0,357.0,4.0,0.25,1.0,0.0,2.0,10.0
1438,2014.0,210.0,0.0,0.5,1.0,0.0,1.0,15.471
1439,2014.0,96.0,2.0,2.0,4.0,0.0,2.0,35.17
1440,2018.0,16.0,144.0,1.3866405e-06,8760.0,0.0,2.0,24.898756
1441,2015.0,83.0,0.0,0.5,1.0,0.0,1.0,18.088602
1442,2014.0,134.0,0.0,0.5,1.0,0.0,1.0,30.0
1443,2014.0,70.0,0.0,1.0,1.0,0.0,1.0,30.0
1444,2014.0,165.0,10.0,7.5208335,22.0,1.0,10.0,76.6288
1445,2014.0,109.0,144.0,0.15386973,464.0,0.0,1.0,10.0
1446,2013.0,291.0,2.0,0.5,1.0,0.0,1.0,20.0
1447,2012.0,233.0,2.0,0.014015417,43.0,0.0,1.0,23.3
1448,2011.0,183.0,0.0,0.5,1.0,0.0,2.0,8.7
1449,2011.0,108.0,0.0,0.5,1.0,0.0,1.0,3200.0
1450,2015.0,303.0,10.0,0.018229166,3.0,0.0,2.0,22.6
1451,2016.0,185.0,12.0,0.0625,3.0,0.0,2.0,5.0812597
1452,2016.0,169.0,6.0,0.125,1.0,0.0,2.0,12.0
1453,2014.0,231.0,142.0,0.5,1.0,0.0,2.0,221.75987
1454,2014.0,75.0,32.0,0.00012207031,1.0,1.0,2.0,70.0
1455,2015.0,249.0,144.0,0.018697271,1787.0,0.0,1.0,31.1
1456,2014.0,84.0,40.0,4.2553306,6.0,4.0,13.0,314.6
1457,2014.0,19.0,2.0,1.0,1.0,1.0,2.0,20.0
1458,2018.0,4.0,4.0,0.5,1.0,0.0,2.0,18.763056
1459,2014.0,78.0,144.0,0.75026,2109.0,3.0,3.0,25.0
1460,2016.0,344.0,96.0,0.7187505,6.0,0.0,2.0,4.0
1461,2015.0,99.0,0.0,1.0,1.0,0.0,1.0,12.715407
1462,2016.0,182.0,144.0,1.3391784,4325.0,0.0,1.0,24.0
1463,2016.0,189.0,42.0,0.125,1.0,0.0,2.0,4.9726186
1464,2013.0,250.0,0.0,1.0,1.0,0.0,1.0,15.641873
1465,2016.0,158.0,68.0,3.751119e-05,11.0,0.0,2.0,20.0
1466,2016.0,127.0,8.0,0.5,1.0,0.0,2.0,51.0
1467,2016.0,330.0,26.0,0.125,1.0,0.0,2.0,10.0
1468,2016.0,295.0,144.0,0.12842737,4006.0,0.0,1.0,25.0
1469,2015.0,169.0,0.0,0.33333334,1.0,0.0,1.0,20.8
1470,2013.0,151.0,0.0,0.5,1.0,0.0,1.0,8.649849
1471,2016.0,268.0,14.0,0.0625,1.0,0.0,2.0,10.0
1472,2012.0,141.0,0.0,0.5,1.0,0.0,1.0,200.63655
1473,2016.0,272.0,144.0,0.036480594,1630.0,0.0,2.0,216.49054
1474,2017.0,15.0,0.0,1.0,1.0,0.0,2.0,10.0
1475,2015.0,134.0,0.0,0.5,1.0,0.0,1.0,5.0
1476,2015.0,134.0,2.0,0.5,1.0,0.0,1.0,3.163557
1477,2017.0,58.0,2.0,0.25,1.0,0.0,2.0,15.00435
1478,2014.0,100.0,144.0,3.9150043,2257.0,2214.0,11.0,1181.6069
1479,2018.0,86.0,0.0,1.0,1.0,0.0,2.0,6.670443
1480,2013.0,212.0,0.0,0.5,1.0,0.0,1.0,5.0
1481,2014.0,264.0,0.0,1.0,1.0,0.0,2.0,9.167932
1482,2016.0,159.0,0.0,0.5,1.0,0.0,2.0,12.0
1483,2014.0,183.0,4.0,0.0011682243,5.0,0.0,1.0,10.0
1484,2016.0,223.0,144.0,0.18872322,2757.0,0.0,2.0,25.0
1485,2016.0,15.0,124.0,0.6647242,26.0,0.0,2.0,5.679
1486,2012.0,191.0,0.0,1.0,1.0,0.0,1.0,6.670958
1487,2013.0,295.0,14.0,1.7063006,24.0,0.0,2.0,28.794996
1488,2013.0,181.0,0.0,1.0,1.0,0.0,2.0,3.572628
1489,2012.0,143.0,142.0,0.25375712,1020.0,1019.0,2.0,9.378687
1490,2014.0,64.0,144.0,0.01035454,421.0,5.0,1.0,23.994333
1491,2016.0,104.0,16.0,0.20837162,6.0,0.0,2.0,12.5
1492,2016.0,212.0,0.0,0.5,1.0,0.0,2.0,3.62347
1493,2012.0,351.0,2.0,0.5,1.0,0.0,1.0,5.0
1494,2012.0,239.0,0.0,1.0,1.0,0.0,1.0,247.20341
1495,2013.0,322.0,0.0,0.5,1.0,0.0,1.0,16.985
1496,2014.0,15.0,64.0,0.9753445,61.0,1.0,1.0,429.99515
1497,2016.0,129.0,144.0,0.00086778856,2096.0,0.0,2.0,12.047197
1498,2016.0,334.0,0.0,0.5,1.0,0.0,2.0,10.0
1499,2017.0,94.0,0.0,1.0,1.0,0.0,1.0,15.466067
1500,2016.0,144.0,140.0,1.4879316,75.0,1.0,2.0,6.9944453
1501,2012.0,328.0,6.0,0.125,1.0,0.0,2.0,446.45633
1502,2015.0,180.0,0.0,1.0,1.0,0.0,1.0,10.068717
1503,2016.0,322.0,2.0,3.125,3.0,3.0,7.0,35.309566
1504,2013.0,195.0,136.0,0.4929825,1351.0,0.0,4.0,14.787494
1505,2015.0,37.0,144.0,0.06825433,595.0,0.0,2.0,5.9385133
1506,2014.0,262.0,144.0,0.0085227275,2377.0,2307.0,2.0,6.51799
1507,2014.0,340.0,2.0,0.5,1.0,0.0,2.0,767.31335
1508,2013.0,349.0,0.0,1.0,1.0,0.0,2.0,3.66178
1509,2016.0,266.0,144.0,0.18823056,851.0,0.0,1.0,30.0
1510,2012.0,53.0,0.0,1.0,1.0,0.0,2.0,10.6
1511,2017.0,5.0,144.0,0.24520874,1067.0,0.0,2.0,7.0
1512,2017.0,10.0,18.0,0.020833334,1.0,0.0,2.0,10.0
1513,2016.0,341.0,2.0,0.9166667,8.0,0.0,2.0,8.285
1514,2013.0,310.0,144.0,6.4669466,2407.0,1237.0,6.0,302.0
1515,2013.0,124.0,0.0,1.0,2.0,0.0,4.0,1170.8556
1516,2013.0,185.0,8.0,0.0015151515,2.0,0.0,2.0,13.0
1517,2016.0,235.0,6.0,0.5,1.0,0.0,2.0,5.760586
1518,2013.0,39.0,28.0,0.0625,1.0,0.0,2.0,5.0
1519,2014.0,214.0,144.0,0.004925026,1053.0,1047.0,2.0,4.724
1520,2016.0,265.0,144.0,0.2568159,1705.0,0.0,1.0,30.0
1521,2015.0,15.0,0.0,1.0,1.0,0.0,1.0,5.5471187
1522,2016.0,179.0,144.0,0.5726272,3477.0,0.0,2.0,4.0
1523,2016.0,356.0,0.0,0.5,1.0,0.0,2.0,8.0
1524,2013.0,12.0,4.0,0.013888889,1.0,0.0,2.0,16.18564
1525,2018.0,50.0,0.0,1.0,1.0,0.0,1.0,3.037395
1526,2013.0,320.0,0.0,1.0,1.0,0.0,1.0,4.3774686
1527,2014.0,265.0,144.0,0.18824983,1624.0,0.0,2.0,21.82276
1528,2017.0,124.0,8.0,0.0625,1.0,0.0,2.0,10.0
1529,2016.0,274.0,20.0,0.012369792,3.0,0.0,2.0,8.0
1530,2012.0,9.0,0.0,1.0,1.0,0.0,1.0,107.0
1531,2016.0,321.0,4.0,0.5,1.0,0.0,2.0,4.058635
1532,2011.0,153.0,42.0,0.00038820156,25.0,0.0,2.0,40.2
1533,2016.0,222.0,0.0,1.0,1.0,0.0,2.0,3.248187
1534,2017.0,24.0,0.0,0.5,1.0,0.0,2.0,10.0
1535,2018.0,94.0,30.0,1.0,1.0,0.0,2.0,133.38081
1536,2017.0,243.0,0.0,1.0,1.0,0.0,2.0,3.2
1537,2013.0,308.0,10.0,0.6,6.0,0.0,4.0,62.0
1538,2016.0,362.0,36.0,0.0009765625,1.0,0.0,2.0,5.6
1539,2015.0,244.0,12.0,0.048958335,6.0,0.0,1.0,31.8
1540,2015.0,105.0,4.0,1.0,1.0,0.0,1.0,8.056586
1541,2015.0,218.0,144.0,0.055936188,2671.0,0.0,1.0,18.2
1542,2014.0,181.0,2.0,1.0,1.0,0.0,1.0,5.271439
1543,2015.0,88.0,144.0,0.00091996015,1664.0,1559.0,2.0,9.1
1544,2016.0,59.0,144.0,0.05429114,8090.0,0.0,2.0,81.94183
1545,2012.0,169.0,2.0,0.5,1.0,0.0,2.0,369.25354
1546,2011.0,306.0,14.0,1.6328125,4.0,0.0,4.0,160.30287
1547,2018.0,15.0,0.0,0.125,1.0,0.0,1.0,5.7068
1548,2014.0,257.0,132.0,0.078125,3.0,0.0,2.0,3.9009998
1549,2018.0,243.0,0.0,0.5,1.0,0.0,1.0,822.1122
1550,2013.0,290.0,14.0,0.41970485,10.0,0.0,1.0,20.0
1551,2013.0,316.0,0.0,0.5,1.0,0.0,2.0,40.0
1552,2016.0,221.0,0.0,0.5,1.0,0.0,2.0,12.0
1553,2016.0,90.0,16.0,0.03125,3.0,0.0,2.0,4.999
