"date","unit"
1972-01-26,22.3
1972-01-27,26.5
1972-01-28,24.4
1972-01-29,22.5
1972-01-30,25.7
1972-01-31,24.2
1972-02-01,23.9
1972-02-02,19.2
1972-02-03,22.6
1972-02-04,28
1972-02-05,24.7
1972-02-06,27
1972-02-07,23.8
1972-02-08,22.9
1972-02-09,22
1972-02-10,24.3
1972-02-11,23.3
1972-02-12,24.6
1972-02-13,25
1972-02-14,23.9
1972-02-15,20.1
1972-02-16,23.8
1972-02-17,22
1972-02-18,21.2
1972-02-19,19.9
1972-02-20,23.6
1972-02-21,25.6
1972-02-22,27.1
1972-02-23,22.4
1972-02-24,19.3
1972-02-25,22.6
1972-02-26,22.8
1972-02-27,19.3
1972-02-28,20
1972-03-01,23.3
1972-03-02,24.5
1972-03-03,23.7
1972-03-04,21.7
1972-03-05,19.7
1972-03-06,21.6
1972-03-07,18.8
1972-03-08,22.2
1972-03-09,24.2
1972-03-10,25.6
1972-03-11,30
1972-03-12,31.4
1972-03-13,26
1972-03-14,30.7
1972-03-15,30.4
1972-03-16,27.6
1972-03-17,25.2
1972-03-18,25.8
1972-03-19,26
1972-03-20,27.4
1972-03-21,26.2
1972-03-22,27.4
1972-03-23,27.8
1972-03-24,25.5
1972-03-25,22.3
1972-03-26,21.2
1972-03-27,20.3
1972-03-28,22.8
1972-03-29,25.6
1972-03-30,23
1972-03-31,23.3
1972-04-01,25.4
1972-04-02,20.9
1972-04-03,24.7
1972-04-04,26.6
1972-04-05,26.5
1972-04-06,24.9
1972-04-07,25.2
1972-04-08,25
1972-04-09,24.9
1972-04-10,25.2
1972-04-11,25.2
1972-04-12,28.5
1972-04-13,27.2
1972-04-14,30.8
1972-04-15,24.1
1972-04-16,20
1972-04-17,17.1
1972-04-18,18.5
1972-04-19,18.3
1972-04-20,19.6
1972-04-21,15.3
1972-04-22,17.6
1972-04-23,15.8
1972-04-24,17.7
1972-04-25,17.4
1972-04-26,18.3
1972-04-27,19
1972-04-28,19.5
1972-04-29,21
1972-04-30,19.1
1972-05-01,18.4
1972-05-02,19.1
1972-05-03,17
1972-05-04,19.6
1972-05-05,22.6
1972-05-06,24.4
1972-05-07,18
1972-05-08,19.4
1972-05-09,20
1972-05-10,21.1
1972-05-11,22.4
1972-05-12,20.3
1972-05-13,15.7
1972-05-14,18.8
1972-05-15,19.8
1972-05-16,16.8
1972-05-17,13.5
1972-05-18,16.6
1972-05-19,15.9
1972-05-20,16.5
1972-05-21,17.5
1972-05-22,14.5
1972-05-23,18.5
1972-05-24,16.3
1972-05-25,14.4
1972-05-26,14.5
1972-05-27,17.1
1972-05-28,20.2
1972-05-29,22.4
1972-05-30,20.6
1972-05-31,19.1
1972-06-01,13.3
1972-06-02,14.5
1972-06-03,13.4
1972-06-04,14.9
1972-06-05,14.7
1972-06-06,17.2
1972-06-07,17.2
1972-06-08,13.2
1972-06-09,15.5
1972-06-10,19
1972-06-11,17.8
1972-06-12,15.6
1972-06-13,16.8
1972-06-14,19.1
1972-06-15,16.1
1972-06-16,16.7
1972-06-17,17.5
1972-06-18,16.3
1972-06-19,15.9
1972-06-20,17.4
1972-06-21,16.1
1972-06-22,15.3
1972-06-23,9.6
1972-06-24,10.6
1972-06-25,16
1972-06-26,17.3
1972-06-27,17
1972-06-28,19.2
1972-06-29,19.6
1972-06-30,19.4
1972-07-01,20.6
1972-07-02,20
1972-07-03,19.7
1972-07-04,16.3
1972-07-05,13.2
1972-07-06,13.7
1972-07-07,14.6
1972-07-08,16.7
1972-07-09,16.5
1972-07-10,13.9
1972-07-11,14.9
1972-07-12,16.8
1972-07-13,14.8
1972-07-14,16
1972-07-15,17.4
1972-07-16,15.2
1972-07-17,16.5
1972-07-18,13.8
1972-07-19,12.3
1972-07-20,12.2
1972-07-21,16
1972-07-22,17.4
1972-07-23,9.3
1972-07-24,9.3
1972-07-25,11.1
1972-07-26,17.5
1972-07-27,10.4
1972-07-28,13.1
1972-07-29,19.3
1972-07-30,15.6
1972-07-31,15.1
1972-08-01,16
1972-08-02,14.1
1972-08-03,15.3
1972-08-04,15.9
1972-08-05,20.4
1972-08-06,19.4
1972-08-07,19.3
1972-08-08,18.2
1972-08-09,16.2
1972-08-10,16.5
1972-08-11,13
1972-08-12,14.6
1972-08-13,15.7
1972-08-14,17.4
1972-08-15,20
1972-08-16,17.4
1972-08-17,17.8
1972-08-18,17.6
1972-08-19,17.3
1972-08-20,13
1972-08-21,12.6
1972-08-22,14.7
1972-08-23,19.6
1972-08-24,15.9
1972-08-25,19
1972-08-26,18.8
1972-08-27,16.2
1972-08-28,19.5
1972-08-29,12.6
1972-08-30,14.3
1972-08-31,17.4
1972-09-01,19.3
1972-09-02,16.9
1972-09-03,17.5
1972-09-04,16.9
1972-09-05,17
1972-09-06,18.8
1972-09-07,15.7
1972-09-08,13.8
1972-09-09,18.9
1972-09-10,21.8
1972-09-11,19.9
1972-09-12,20.7
1972-09-13,20.7
1972-09-14,20
1972-09-15,17.2
1972-09-16,16.5
1972-09-17,14.4
1972-09-18,16.2
1972-09-19,18.7
1972-09-20,17.4
1972-09-21,18
1972-09-22,17.7
1972-09-23,15.6
1972-09-24,20.6
1972-09-25,22.1
1972-09-26,15.7
1972-09-27,15.5
1972-09-28,16.7
1972-09-29,17.7
1972-09-30,16.2
1972-10-01,19.5
1972-10-02,17.6
1972-10-03,16.2
1972-10-04,20.4
1972-10-05,25.2
1972-10-06,15.1
1972-10-07,18.6
1972-10-08,20.1
1972-10-09,22.6
1972-10-10,19.7
1972-10-11,23.7
1972-10-12,20.6
1972-10-13,16.3
1972-10-14,17
1972-10-15,18.6
1972-10-16,25
1972-10-17,24.1
1972-10-18,21.8
1972-10-19,15.2
1972-10-20,16.1
1972-10-21,17.4
1972-10-22,19
1972-10-23,21.7
1972-10-24,19
1972-10-25,19.2
1972-10-26,15.5
1972-10-27,18.2
1972-10-28,20.9
1972-10-29,23.7
1972-10-30,20.4
1972-10-31,15.8
1972-11-01,16.4
1972-11-02,20.2
1972-11-03,18.2
1972-11-04,21.6
1972-11-05,25
1972-11-06,26.1
1972-11-07,24.3
1972-11-08,22.3
1972-11-09,24.4
1972-11-10,22.2
1972-11-11,23.4
1972-11-12,23
1972-11-13,24.5
1972-11-14,30
1972-11-15,19
1972-11-16,18.6
1972-11-17,21
1972-11-18,21.2
1972-11-19,20.3
1972-11-20,22.2
1972-11-21,19.5
1972-11-22,19.1
1972-11-23,17.8
1972-11-24,22.7
1972-11-25,25.2
1972-11-26,25
1972-11-27,23
1972-11-28,22.7
1972-11-29,21.5
1972-11-30,21.8
1972-12-01,21.3
1972-12-02,24.2
1972-12-03,24
1972-12-04,25.4
1972-12-05,25.1
1972-12-06,23.6
1972-12-07,27.2
1972-12-08,25.4
1972-12-09,25.6
1972-12-10,23.7
1972-12-11,24.8
1972-12-12,23.1
1972-12-13,22.5
1972-12-14,22.6
1972-12-15,22.7
1972-12-16,22.6
1972-12-17,21.1
1972-12-18,21.7
1972-12-19,22.3
1972-12-20,23.2
1972-12-21,24
1972-12-22,22.7
1972-12-23,21
1972-12-24,22.1
1972-12-25,22.2
1972-12-26,22.3
1972-12-27,20.5
1972-12-28,19.8
1972-12-29,21
1972-12-30,25.3
1972-12-31,23.4
1973-01-01,21.9
1973-01-02,22.8
1973-01-03,19.6
1973-01-04,21.6
1973-01-05,22.7
1973-01-06,21.6
1973-01-07,22.1
1973-01-08,24.4
1973-01-09,20.9
1973-01-10,22.8
1973-01-11,23.4
1973-01-12,24.2
1973-01-13,21.5
1973-01-14,21.2
1973-01-15,25.1
1973-01-16,23.6
1973-01-17,20.6
1973-01-18,22.1
1973-01-19,21.8
1973-01-20,24.2
1973-01-21,22.8
1973-01-22,24
1973-01-23,22.5
1973-01-24,20.8
1973-01-25,24.3
1973-01-26,22.5
1973-01-27,24.3
1973-01-28,22.8
1973-01-29,24.8
1973-01-30,26.4
1973-01-31,24.3
1973-02-01,23.6
1973-02-02,23.8
1973-02-03,19.7
1973-02-04,20.6
1973-02-05,22.6
1973-02-06,23.4
1973-02-07,20.8
1973-02-08,24.8
1973-02-09,25
1973-02-10,20.8
1973-02-11,23.5
1973-02-12,19.7
1973-02-13,23.2
1973-02-14,28.5
1973-02-15,30.4
1973-02-16,26.9
1973-02-17,26.4
1973-02-18,21.7
1973-02-19,22.8
1973-02-20,23
1973-02-21,24
1973-02-22,23.5
1973-02-23,22.1
1973-02-24,20.4
1973-02-25,21.5
1973-02-26,21
1973-02-27,22.4
1973-02-28,23.4
1973-03-01,26.7
1973-03-02,22.9
1973-03-03,22.3
1973-03-04,23.6
1973-03-05,25.4
1973-03-06,25.8
1973-03-07,29
1973-03-08,21.5
1973-03-09,21.7
1973-03-10,20.7
1973-03-11,21.7
1973-03-12,17.6
1973-03-13,20.9
1973-03-14,25
1973-03-15,24.2
1973-03-16,22.4
1973-03-17,20.6
1973-03-18,20.1
1973-03-19,24.6
1973-03-20,26
1973-03-21,27.5
1973-03-22,26.4
1973-03-23,25.5
1973-03-24,25.2
1973-03-25,25.1
1973-03-26,22.2
1973-03-27,27
1973-03-28,21.8
1973-03-29,20.7
1973-03-30,25.7
1973-03-31,24.6
1973-04-01,19.2
1973-04-02,19.3
1973-04-03,24
1973-04-04,27
1973-04-05,22.8
1973-04-06,19.5
1973-04-07,20.8
1973-04-08,16.2
1973-04-09,20.6
1973-04-10,16.4
1973-04-11,23.2
1973-04-12,21.2
1973-04-13,18
1973-04-14,21.3
1973-04-15,28.7
1973-04-16,21.8
1973-04-17,21.4
1973-04-18,21
1973-04-19,21
1973-04-20,20.1
1973-04-21,21.7
1973-04-22,23.2
1973-04-23,20.6
1973-04-24,21
1973-04-25,20.5
1973-04-26,17.3
1973-04-27,19.5
1973-04-28,18
1973-04-29,15.9
1973-04-30,18.4
1973-05-01,20.1
1973-05-02,18.1
1973-05-03,16.7
1973-05-04,19
1973-05-05,19.4
1973-05-06,17
1973-05-07,18.8
1973-05-08,21.4
1973-05-09,21.9
1973-05-10,21.3
1973-05-11,15.9
1973-05-12,19.5
1973-05-13,20
1973-05-14,18.7
1973-05-15,20.1
1973-05-16,20.5
1973-05-17,22.4
1973-05-18,19.9
1973-05-19,21
1973-05-20,21.1
1973-05-21,19.4
1973-05-22,19
1973-05-23,18.6
1973-05-24,20.3
1973-05-25,17.5
1973-05-26,15.3
1973-05-27,17.2
1973-05-28,19.7
1973-05-29,19.3
1973-05-30,18.5
1973-05-31,19.9
1973-06-01,19.9
1973-06-02,13.3
1973-06-03,14.2
1973-06-04,20
1973-06-05,20.6
1973-06-06,19.6
1973-06-07,18.4
1973-06-08,19
1973-06-09,18.6
1973-06-10,18.5
1973-06-11,18.7
1973-06-12,18.6
1973-06-13,16
1973-06-14,16
1973-06-15,15.8
1973-06-16,15.9
1973-06-17,17
1973-06-18,16.6
1973-06-19,17.6
1973-06-20,14.7
1973-06-21,14.5
1973-06-22,14.7
1973-06-23,14.7
1973-06-24,15.6
1973-06-25,15
1973-06-26,15.9
1973-06-27,16.7
1973-06-28,17
1973-06-29,12.9
1973-06-30,9.8
1973-07-01,11.8
1973-07-02,17
1973-07-03,18.8
1973-07-04,20.4
1973-07-05,17.6
1973-07-06,14.2
1973-07-07,15.6
1973-07-08,14.7
1973-07-09,13.6
1973-07-10,14.8
1973-07-11,16
1973-07-12,13.8
1973-07-13,13.4
1973-07-14,13.4
1973-07-15,16.9
1973-07-16,19.6
1973-07-17,14
1973-07-18,16.6
1973-07-19,18.2
1973-07-20,18.7
1973-07-21,17.8
1973-07-22,15.8
1973-07-23,18.4
1973-07-24,20
1973-07-25,11.5
1973-07-26,11.1
1973-07-27,14.4
1973-07-28,15.2
1973-07-29,16.8
1973-07-30,16.4
1973-07-31,18.3
1973-08-01,18.3
1973-08-02,18.5
1973-08-03,17.5
1973-08-04,19
1973-08-05,16.7
1973-08-06,18.3
1973-08-07,18.1
1973-08-08,12.5
1973-08-09,12.6
1973-08-10,11.5
1973-08-11,10.7
1973-08-12,11.7
1973-08-13,11.9
1973-08-14,14.3
1973-08-15,16.7
1973-08-16,18.1
1973-08-17,18.4
1973-08-18,16.3
1973-08-19,17.4
1973-08-20,18.2
1973-08-21,15.6
1973-08-22,18.7
1973-08-23,21.4
1973-08-24,19.2
1973-08-25,14.9
1973-08-26,16.1
1973-08-27,16.5
1973-08-28,18.7
1973-08-29,21.2
1973-08-30,14.6
1973-08-31,14.4
1973-09-01,17.3
1973-09-02,19.6
1973-09-03,18.1
1973-09-04,20.3
1973-09-05,19.9
1973-09-06,17.9
1973-09-07,15.3
1973-09-08,18
1973-09-09,15.1
1973-09-10,18.1
1973-09-11,18.6
1973-09-12,15
1973-09-13,19
1973-09-14,20
1973-09-15,15.2
1973-09-16,17.3
1973-09-17,20.3
1973-09-18,20.3
1973-09-19,15.7
1973-09-20,15.6
1973-09-21,20.4
1973-09-22,15.9
1973-09-23,19.6
1973-09-24,17.6
1973-09-25,20.3
1973-09-26,21.5
1973-09-27,18.9
1973-09-28,15.9
1973-09-29,14.5
1973-09-30,16.8
1973-10-01,20
1973-10-02,25.2
1973-10-03,18.9
1973-10-04,17.7
1973-10-05,19.5
1973-10-06,21.2
1973-10-07,19.6
1973-10-08,17.3
1973-10-09,14.5
1973-10-10,18
1973-10-11,15.4
1973-10-12,16.2
1973-10-13,21.9
1973-10-14,21
1973-10-15,16.3
1973-10-16,18.7
1973-10-17,17.4
1973-10-18,23.7
1973-10-19,18.5
1973-10-20,16.9
1973-10-21,15.8
1973-10-22,21.6
1973-10-23,14.2
1973-10-24,16.5
1973-10-25,17.7
1973-10-26,16.6
1973-10-27,18
1973-10-28,16.2
1973-10-29,19.7
1973-10-30,22.1
1973-10-31,22.9
1973-11-01,19.8
1973-11-02,19.4
1973-11-03,18.1
1973-11-04,25
1973-11-05,30
1973-11-06,25.2
1973-11-07,17.6
1973-11-08,18.2
1973-11-09,21.5
1973-11-10,18.7
1973-11-11,21.5
1973-11-12,19.3
1973-11-13,21
1973-11-14,20
1973-11-15,23.8
1973-11-16,24
1973-11-17,24.3
1973-11-18,19.3
1973-11-19,19.7
1973-11-20,19.5
1973-11-21,17.9
1973-11-22,17.1
1973-11-23,20.5
1973-11-24,21.8
1973-11-25,18.1
1973-11-26,23.6
1973-11-27,20.6
1973-11-28,20.2
1973-11-29,21.6
1973-11-30,16.5
1973-12-01,20
1973-12-02,23.5
1973-12-03,27.5
1973-12-04,24.4
1973-12-05,22.1
1973-12-06,25.3
1973-12-07,29.2
1974-03-08,18.9
1974-03-09,19.2
1974-03-10,20.3
1974-03-11,18.5
1974-03-12,20.8
1974-03-13,20.5
1974-03-14,19.5
1974-03-15,19.8
1974-03-16,22
1974-03-17,27.5
1974-03-18,27.7
1974-03-19,24
1974-03-20,22
1974-03-21,20.3
1974-03-22,22
1974-03-23,22.3
1974-03-24,20
1974-03-25,19.3
1974-03-26,22
1974-03-27,21.3
1974-03-28,24.6
1974-03-29,19.2
1974-03-30,19.8
1974-03-31,21
1974-04-01,22.3
1974-04-02,20.7
1974-04-03,21.5
1974-04-04,22.7
1974-04-05,23.9
1974-04-06,29.2
1974-04-07,25.3
1974-04-08,22.9
1974-04-09,19.1
1974-04-10,16.3
1974-04-11,23
1974-04-12,26.7
1974-04-13,25.3
1974-04-14,19.6
1974-04-15,18.7
1974-04-16,16.8
1974-04-17,19.4
1974-04-18,19.4
1974-04-19,23.1
1974-04-20,16.1
1974-04-21,17.1
1974-04-22,16.8
1974-04-23,19.6
1974-04-24,18.1
1974-04-25,18
1974-04-26,20.9
1974-04-27,26.1
1974-04-28,25.8
1974-04-29,22.5
1974-04-30,20.6
1974-05-01,16
1974-05-02,18.7
1974-05-03,18.9
1974-05-04,20.2
1974-05-05,20.3
1974-05-06,20.8
1974-05-07,18.9
1974-05-08,16.1
1974-05-09,18.6
1974-05-10,18.8
1974-05-11,19.6
1974-05-12,21.8
1974-05-13,25.5
1974-05-14,20.7
1974-05-15,21.3
1974-05-16,21.2
1974-05-17,20.8
1974-05-18,19.7
1974-05-19,19.2
1974-05-20,19
1974-05-21,17.3
1974-05-22,15.6
1974-05-23,18.5
1974-05-24,21.3
1974-05-25,16.6
1974-05-26,18.3
1974-05-27,14
1974-05-28,13.3
1974-05-29,15.4
1974-05-30,19.8
1974-05-31,16.8
1974-06-01,17.5
1974-06-02,18.7
1974-06-03,19
1974-06-04,20
1974-06-05,19.2
1974-06-06,15.6
1974-06-07,15.1
1974-06-08,14.9
1974-06-09,17.9
1974-06-10,22
1974-06-11,21.6
1974-06-12,14.4
1974-06-13,15
1974-06-14,16.8
1974-06-15,18
1974-06-16,13.2
1974-06-17,12
1974-06-18,13.5
1974-06-19,15.2
1974-06-20,20.9
1974-06-21,20.8
1974-06-22,18.4
1974-06-23,18.6
1974-06-24,18.4
1974-06-25,16
1974-06-26,17.9
1974-06-27,18.3
1974-06-28,15.8
1974-06-29,16.5
1974-06-30,17
1974-07-01,17.3
1974-07-02,11.7
1974-07-03,12.9
1974-07-04,13.1
1974-07-05,14
1974-07-06,14.8
1974-07-07,13.4
1974-07-08,13.1
1974-07-09,14.8
1974-07-10,18.1
1974-07-11,16.9
1974-07-12,14
1974-07-13,11.8
1974-07-14,13.7
1974-07-15,17.9
1974-07-16,14.4
1974-07-17,16.1
1974-07-18,18
1974-07-19,18.4
1974-07-20,15.3
1974-07-21,16
1974-07-22,15.4
1974-07-23,15.7
1974-07-24,10.5
1974-07-25,11.9
1974-07-26,13.8
1974-07-27,15.3
1974-07-28,14.7
1974-07-29,16
1974-07-30,17.8
1974-07-31,17.7
1974-08-01,18
1974-08-02,18.6
1974-08-03,17
1974-08-04,17.4
1974-08-05,17.1
1974-08-06,18
1974-08-07,14.3
1974-08-08,17.9
1974-08-09,17.7
1974-08-10,13.9
1974-08-11,16
1974-08-12,16.5
1974-08-13,16
1974-08-14,18.1
1974-08-15,20.8
1974-08-16,18.9
1974-08-17,14.6
1974-08-18,13.2
1974-08-19,13.3
1974-08-20,17
1974-08-21,14.1
1974-08-22,18.4
1974-08-23,18.1
1974-08-24,18.7
1974-08-25,19.6
1974-08-26,17.6
1974-08-27,19.1
1974-08-28,20
1974-08-29,18.7
1974-08-30,14
1974-08-31,15.1
1974-09-01,14.4
1974-09-02,14.8
1974-09-03,16.3
1974-09-04,15.3
1974-09-05,13.8
1974-09-06,16.6
1974-09-07,17.1
1974-09-08,18.5
1974-09-09,19.3
1974-09-10,16
1974-09-11,18
1974-09-12,19.2
1974-09-13,15.8
1974-09-14,18.3
1974-09-15,18.8
1974-09-16,19.7
1974-09-17,16.8
1974-09-18,18.2
1974-09-19,24
1974-09-20,16.8
1974-09-21,14.3
1974-09-22,18.5
1974-09-23,16.6
1974-09-24,23
1974-09-25,23.9
1974-09-26,23.9
1974-09-27,28.2
1974-09-28,26
1974-09-29,22
1974-09-30,20.2
1974-10-01,18.5
1974-10-02,19.3
1974-10-03,18.3
1974-10-04,20.3
1974-10-05,15.5
1974-10-06,21
1974-10-07,17.3
1974-10-08,17.7
1974-10-09,17.7
1974-10-10,19.2
1974-10-11,15.9
1974-10-12,13.9
1974-10-13,19
1974-10-14,16.6
1974-10-15,23.5
1974-10-16,22.2
1974-10-17,18.9
1974-10-18,19.1
1974-10-19,20.3
1974-10-20,19.4
1974-10-21,19.9
1974-10-22,18.2
1974-10-23,19.5
1974-10-24,20.4
1974-10-25,22.5
1974-10-26,18.8
1974-10-27,22.1
1974-10-28,18.7
1974-10-29,20.4
1974-10-30,18.9
1974-10-31,23.4
1974-11-01,28
1974-11-02,32
1974-11-03,24.4
1974-11-04,18.6
1974-11-05,19.8
1974-11-06,21.1
1974-11-07,20
1974-11-08,21.6
1974-11-09,23.7
1974-11-10,20.1
1974-11-11,19.1
1974-11-12,20.4
1974-11-13,22
1974-11-14,20.9
1974-11-15,18.5
1974-11-16,22.5
1974-11-17,24.2
1974-11-18,27.4
1974-11-19,33.1
1974-11-20,23.1
1974-11-21,19.7
1974-11-22,17.7
1974-11-23,22.3
1974-11-24,20.6
1974-11-25,18.9
1974-11-26,19.8
1974-11-27,20.5
1974-11-28,19
1974-11-29,22.9
1974-11-30,22.6
1974-12-01,20.9
1974-12-02,20.1
1974-12-03,17.2
1974-12-04,18.4
1974-12-05,21.7
1974-12-06,20.6
1974-12-07,20
1974-12-08,20.3
1974-12-09,22.4
1974-12-10,23.9
1974-12-11,24.2
1974-12-12,22.9
1974-12-13,24
1974-12-14,25.2
1974-12-15,26.7
1974-12-16,29.5
1974-12-17,23.7
1974-12-18,21.5
1974-12-19,19.9
1974-12-20,21.8
1974-12-21,21.7
1974-12-22,20.2
1974-12-23,20.4
1974-12-24,20.2
1974-12-25,21.1
1974-12-26,21.7
1974-12-27,25.2
1974-12-28,23.2
1974-12-29,23.3
1974-12-30,22.3
1974-12-31,25.7
1975-01-01,24.3
1975-01-02,23.3
1975-01-03,22.5
1975-01-04,24
1975-01-05,22.6
1975-01-06,24.2
1975-01-07,26
1975-01-08,27.7
1975-01-09,25.5
1975-01-10,26.4
1975-01-11,27.3
1975-01-12,27.3
1975-01-13,31.4
1975-01-14,30.4
1975-01-15,29.9
1975-01-16,26.6
1975-01-17,24.5
1975-01-18,25.6
1975-01-19,25.2
1975-01-20,24.6
1975-01-21,23.5
1975-01-22,23
1975-01-23,24.6
1975-01-24,21.3
1975-01-25,20.6
1975-01-26,21.6
1975-01-27,23.9
1975-01-28,26.3
1975-01-29,30.4
1975-01-30,32.4
1975-01-31,23.4
1975-02-01,23.1
1975-02-02,24
1975-02-03,23.5
1975-02-04,24.1
1975-02-05,22.9
1975-02-06,22.4
1975-02-07,18.2
1975-02-08,21.5
1975-02-09,24.1
1975-02-10,21.1
1975-02-11,23.5
1975-02-12,25.3
1975-02-13,25.5
1975-02-14,23.9
1975-02-15,22.2
1975-02-16,20.8
1975-02-17,22.6
1975-02-18,25.2
1975-02-19,23.1
1975-02-20,22.5
1975-02-21,24
1975-02-22,23.8
1975-02-23,25.2
1975-02-24,25.2
1975-02-25,22.3
1975-02-26,24.3
1975-02-27,27.4
1975-02-28,25.2
NA,25.3
1975-03-01,21.4
1975-03-02,24.6
1975-03-03,23.9
1975-03-04,23.8
1975-03-05,21.7
1975-03-06,23.2
1975-03-07,25.8
1975-03-08,25.7
1975-03-09,25.2
1975-03-10,23.5
1975-03-11,19
1975-03-12,21.6
1975-03-13,20.9
1975-03-14,20.8
1975-03-15,22.4
1975-03-16,23.5
1975-03-17,24.7
1975-03-18,24.3
1975-03-19,22.9
1975-03-20,22.7
1975-03-21,24.1
1975-03-22,24.6
1975-03-23,23.4
1975-03-24,22.9
1975-03-25,25.2
1975-03-26,25.7
1975-03-27,24.5
1975-03-28,25.4
1975-03-29,26.5
1975-03-30,27.2
1975-03-31,25.1
1975-04-01,25.5
1975-04-02,23.6
1975-04-03,25.4
1975-04-04,22.6
1975-04-05,24.9
1975-04-06,20.9
1975-04-07,23.7
1975-04-08,18.4
1975-04-09,15.6
1975-04-10,16.9
1975-04-11,20
1975-04-12,24.7
1975-04-13,24.2
1975-04-14,24.9
1975-04-15,19.6
1975-04-16,17.3
1975-04-17,17.6
1975-04-18,21.7
1975-04-19,19.5
1975-04-20,21
1975-04-21,20.1
1975-04-22,22
1975-04-23,21.4
1975-04-24,22.3
1975-04-25,24.9
1975-04-26,21
1975-04-27,22.7
1975-04-28,26.6
1975-04-29,23.3
1975-04-30,22.7
1975-05-01,24.2
1975-05-02,23.5
1975-05-03,23.9
1975-05-04,24.5
1975-05-05,25.4
1975-05-06,23.5
1975-05-07,21.6
1975-05-08,22.6
1975-05-09,20.2
1975-05-10,20
1975-05-11,21
1975-05-12,15.8
1975-05-13,19.6
1975-05-14,22.1
1975-05-15,22.5
1975-05-16,20.7
1975-05-17,22.2
1975-05-18,21
1975-05-19,19.4
1975-05-20,19
1975-05-21,17.2
1975-05-22,18.4
1975-05-23,19.3
1975-05-24,17.1
1975-05-25,17.7
1975-05-26,21.6
1975-05-27,19.9
1975-05-28,17.7
1975-05-29,18.3
1975-05-30,15.3
1975-05-31,16.8
1975-06-01,19
1975-06-02,20
1975-06-03,20.1
1975-06-04,21.6
1975-06-05,19.2
1975-06-06,20.1
1975-06-07,17.7
1975-06-08,18.5
1975-06-09,18.7
1975-06-10,17.2
1975-06-11,14
1975-06-12,15.5
1975-06-13,21.1
1975-06-14,17.9
1975-06-15,15.1
1975-06-16,11.8
1975-06-17,12.7
1975-06-18,15.8
1975-06-19,15.6
1975-06-20,16
1975-09-19,18.8
1975-09-20,14.5
1975-09-21,22.5
1975-09-22,25.6
1975-09-23,17.4
1975-09-24,17.2
1975-09-25,20.1
1975-09-26,19.8
1975-09-27,17.8
1975-09-28,19.8
1975-09-29,17.7
1975-09-30,21.4
1975-10-01,18
1975-10-02,22.5
1975-10-03,23.7
1975-10-04,19.9
1975-10-05,17.5
1975-10-06,15
1975-10-07,21.7
1975-10-08,20.1
1975-10-09,17.7
1975-10-10,21.3
1975-10-11,22.3
1975-10-12,14.6
1975-10-13,22.7
1975-10-14,17.5
1975-10-15,20.2
1975-10-16,17.7
1975-10-17,20.7
1975-10-18,21.5
1975-10-19,17.2
1975-10-20,24.6
1975-10-21,19.3
1975-10-22,20.4
1975-10-23,18.7
1975-10-24,15.3
1975-10-25,23.3
1975-10-26,20.3
1975-10-27,16.3
1975-10-28,21.8
1975-10-29,20.9
1975-10-30,23.3
1975-10-31,20.6
1975-11-01,22.2
1975-11-02,24.5
1975-11-03,23.1
1975-11-04,18.5
1975-11-05,16.2
1975-11-06,20.8
1975-11-07,25.8
1975-11-08,21.5
1975-11-09,18.4
1975-11-10,20.9
1975-11-11,19.3
1975-11-12,25.9
1975-11-13,26.5
1975-11-14,16.5
1975-11-15,17.6
1975-11-16,20.1
1975-11-17,20.5
1975-11-18,19.7
1975-11-19,24.7
1975-11-20,21.8
1975-11-21,22
1975-11-22,21.9
1975-11-23,23.3
1975-11-24,22.7
1975-11-25,21.1
1975-11-26,20.9
1975-11-27,20.8
1975-11-28,20.4
1975-11-29,19.3
1975-11-30,20.7
1975-12-01,21
1975-12-02,26.4
1975-12-03,25.8
1975-12-04,25.2
1975-12-05,22
1975-12-06,21.5
1975-12-07,21.4
1975-12-08,25.1
1975-12-09,29.2
1975-12-10,23.3
1975-12-11,20
1975-12-12,23.4
1975-12-13,24.7
1975-12-14,28.7
1975-12-15,29.7
1975-12-16,32.9
1975-12-17,25.6
1975-12-18,26.5
1975-12-19,23.9
1975-12-20,22.6
1975-12-21,20.9
1975-12-22,24.2
1975-12-23,26.3
1975-12-24,28.8
1975-12-25,24.8
1975-12-26,18.5
1975-12-27,21.9
1975-12-28,21.9
1975-12-29,23.8
1975-12-30,23.1
1976-01-01,23.3
1976-01-02,26.4
1976-01-03,27.5
1976-01-04,25.8
1976-01-05,20.5
1976-01-06,18.5
1976-01-07,21.2
1976-01-08,24.7
1976-01-09,25.3
1976-01-10,22.6
1976-01-11,21.6
1976-01-12,22.8
1976-01-13,21.1
1976-01-14,22.4
1976-01-15,26.3
1976-01-16,28.4
1976-01-17,25.6
1976-01-18,22.9
1976-01-19,22.1
1976-01-20,25
1976-01-21,23.5
1976-01-22,24
1976-01-23,21.6
1976-01-24,21.5
1976-01-25,24.2
1976-01-26,25.2
1976-01-27,25.5
1976-01-28,29.1
1976-01-29,29.6
1976-01-30,25.9
1976-01-31,25.5
1976-02-01,25.1
1976-02-02,23.4
1976-02-03,25.3
1976-02-04,24.7
1976-02-05,23.2
1976-02-06,22.2
1976-02-07,25.8
1976-02-08,27.5
1976-02-09,25.7
1976-02-10,24.3
1976-02-11,24.9
1976-02-12,24.2
1976-02-13,26.5
1976-02-14,27.3
1976-02-15,28.4
1976-02-16,28.4
